user_path_Compressed,unique_visitors,unique_visits
Home~product detail page (X7)~Shopping Cart~The Google Merchandise Store - Log In (X4)~Home~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page~Home~product detail page,1,1
Home~product detail page (X7)~Shopping Cart~The Google Merchandise Store - Log In (X4)~Home~Shopping Cart~Checkout Your Information,1,1
Home~product detail page (X7)~Shopping Cart~The Google Merchandise Store - Log In (X3)~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~The Google Merchandise Store - Log In (X3)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~Home~product detail page~Home (X2)~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In (X5)~Home~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~Home,1,1
Home~product detail page (X7)~Shopping Cart~Frequently Asked Questions~product detail page (X3),1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page (X8)~Shopping Cart (X4)~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X3)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X3),1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page~Shopping Cart (X4)~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart (X3)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2)~product detail page (X5)~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page~Shopping Cart (X2)~product detail page (X5)~Store search results (X2)~product detail page (X5)~Shopping Cart (X7)~The Google Merchandise Store - Log In (X3)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2)~product detail page,1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page~Shopping Cart (X2)~product detail page (X3)~Shopping Cart~product detail page (X4)~Shopping Cart~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page (X6)~Shopping Cart (X5)~product detail page (X2)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X6)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X3)~The Google Merchandise Store - Log In (X4)~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information (X3)~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page (X3),1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page (X2)~Shopping Cart,1,1
Home~product detail page (X7)~Shopping Cart (X2)~product detail page (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~[Checkout Your Information~Payment Method] (X3)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2)~Home,1,1
Home~product detail page (X7)~Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X3)~Home~product detail page (X13)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X3)~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~Frequently Asked Questions~Shopping Cart~Shipping Information~product detail page (X5)~Shopping Cart (X2)~product detail page (X9),1,1
Home~product detail page (X7)~Shopping Cart~Checkout Your Information (X2)~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~Frequently Asked Questions,1,1
Home~product detail page (X7)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Payment Method~Checkout Your Information~Shopping Cart (X3)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - My Account (X2)~product detail page,1,1
Home~product detail page (X7)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review (X2)~Home~product detail page~Home~Shopping Cart,1,1
Home~product detail page (X7)~Shopping Cart~Checkout Your Information~Payment Method,1,1
Home~product detail page (X7)~Shopping Cart~Checkout Your Information (X2)~Payment Method (X3),1,1
Home~product detail page (X7)~Shopping Cart~Checkout Your Information,1,1
Home~product detail page (X7)~Shopping Cart (X3)~product detail page (X4)~Home~product detail page (X11)~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~product detail page (X6)~Checkout Confirmation (X2)~The Google Merchandise Store - My Account,1,1
Home~product detail page (X7)~Shopping Cart (X6)~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart (X3)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X5)~Checkout Your Information (X2)~Payment Method~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2)~product detail page~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X4)~The Google Merchandise Store - Log In~Home,1,1
Home~product detail page (X7)~Shopping Cart (X4)~Checkout Your Information~Payment Method,1,1
Home~product detail page (X7)~Shopping Cart (X4),1,1
Home~product detail page (X7)~Shopping Cart (X3)~product detail page (X9)~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2)~product detail page (X19)~Shopping Cart~product detail page (X5)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X15)~Shopping Cart~product detail page (X2)~Shopping Cart~Checkout Your Information (X2)~Payment Method,1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X2)~Home~Shopping Cart,1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X2)~Shopping Cart (X2)~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home (X2)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - My Account,1,1
Home~product detail page (X8)~Home (X2)~product detail page~Home~product detail page~Frequently Asked Questions,1,1
Home~product detail page (X8)~Home~product detail page (X10),1,1
Home (X2)~Store search results~product detail page (X2)~Store search results~product detail page~Store search results,1,1
Home~product detail page (X8)~Home~The Google Merchandise Store - My Account (X2),1,1
Home~product detail page (X8)~Home~The Google Merchandise Store - Log In (X4)~Home~The Google Merchandise Store - My Account~Home,1,1
Home~product detail page (X8)~Home~Shopping Cart~product detail page~Shopping Cart~product detail page (X3)~Home~product detail page (X2)~Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X8)~Home (X3)~product detail page (X2),1,1
Home (X2)~Store search results~product detail page (X2)~[Home~product detail page] (X2)~Home (X3)~product detail page~Home,1,1
Home~product detail page (X8)~Home~product detail page (X2)~Home~Spring Sale (X6)~Home~Spring Sale (X2)~Home~product detail page (X7),1,1
Home (X2)~Store search results~product detail page (X3)~Home,1,1
Home~product detail page (X8)~Frequently Asked Questions~product detail page,1,1
Home~product detail page (X8)~Frequently Asked Questions,1,1
Home~product detail page (X8)~Clearance Sale~product detail page (X5)~Home (X2)~product detail page (X4)~Clearance Sale,1,1
Home (X2)~Store search results~product detail page (X3)~Home (X2)~The Google Merchandise Store - Log In~Home,1,1
Home~product detail page (X7)~[Store search results (X2)~product detail page] (X3)~Store search results~product detail page~Store search results (X2)~product detail page,1,1
Home (X2)~Store search results~product detail page (X2)~Store search results~product detail page (X8)~Store search results~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart (X4)~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X8)~Home~product detail page (X2)~Home~product detail page,1,1
Home~product detail page (X7)~[Home~product detail page] (X4),1,1
Home~product detail page (X8)~Home~product detail page (X7)~Home,1,1
Home (X2)~Store search results~product detail page (X2)~Store search results (X4)~product detail page,1,1
Home~product detail page (X8)~Return Policy,1,1
Home~product detail page (X8)~Page Unavailable~Shopping Cart~product detail page,1,1
Home~product detail page (X8)~Home~product detail page~Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X8)~Home~product detail page~Home (X3)~product detail page~Home (X2),1,1
Home~product detail page (X8)~Home~product detail page (X9)~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - My Account~Shopping Cart~Home,1,1
Home~product detail page (X8)~Home~product detail page (X6)~[Shopping Cart~Home] (X2)~product detail page~Shopping Cart (X2)~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X2)~[Checkout Your Information~Payment Method] (X2)~Checkout Confirmation (X2),1,1
Home (X2)~Store search results~product detail page (X2)~Store search results~product detail page (X3),1,1
Home~product detail page (X8)~Home~product detail page (X6),1,1
Home~product detail page (X8)~Home~product detail page (X5)~Home~product detail page,1,1
Home~product detail page (X8)~Home~product detail page (X5),1,1
Home~product detail page (X8)~Home~product detail page (X4)~Shopping Cart~product detail page (X4)~Home~product detail page (X9)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X2)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation,1,1
Home~product detail page (X8)~Home~product detail page (X4)~Shopping Cart (X2)~product detail page (X3),1,1
Home~product detail page (X8)~Home~product detail page (X3)~Home~product detail page (X6)~Home~product detail page (X4)~Shopping Cart (X3)~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method (X3)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~[Shopping Cart~product detail page] (X2)~Shopping Cart (X4)~product detail page (X3)~Shopping Cart (X5)~Home~product detail page~Home~product detail page (X6)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~[Home~product detail page (X5)] (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X2)~Shopping Cart~Home~Shopping Cart~product detail page (X12)~Shopping Cart~product detail page (X4)~Shopping Cart~Checkout Your Information~product detail page (X4)~Shopping Cart~product detail page~Shopping Cart~Clearance Sale (X2)~product detail page~Clearance Sale~Shopping Cart~product detail page (X3)~Shopping Cart (X3)~Clearance Sale~product detail page~Clearance Sale~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X8)~Shopping Cart (X10)~Checkout Your Information (X2)~Payment Method (X3)~Checkout Review~Checkout Confirmation,1,1
Home~product detail page (X7)~Shopping Cart~product detail page~Shopping Cart (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page~Shopping Cart,1,1
Home~product detail page (X7)~Shopping Cart~product detail page~Return Policy~Shopping Cart~product detail page~Shopping Cart (X3)~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~product detail page (X4)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X9)~Shopping Cart~Checkout Your Information~Payment Method (X4)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X9)~Shopping Cart (X2)~Checkout Your Information~Payment Method~Frequently Asked Questions~Home (X2)~Shopping Cart~Checkout Your Information~Payment Method (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X8)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Shopping Cart,1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X6)~Shopping Cart~product detail page~Home~product detail page (X4)~Shopping Cart (X2)~product detail page,1,1
Home~product detail page (X7)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - My Account (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X5)~Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart~product detail page (X2)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review (X2)~Home,1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X4)~Shopping Cart~product detail page,1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X3)~Home~product detail page~Shopping Cart (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X2)~Spring Sale,1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page (X2)~Shopping Cart~Shipping Information~Shopping Cart,1,1
Home~product detail page (X7)~Shopping Cart~product detail page~Shopping Cart (X2)~[product detail page~Clearance Sale] (X2)~Shopping Cart (X4)~Checkout Your Information~Payment Method~Shopping Cart (X2)~product detail page~Shopping Cart (X2)~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart~product detail page~Shopping Cart~product detail page (X20)~Shopping Cart~Checkout Your Information~Home~product detail page~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation,1,1
Home~product detail page (X7)~[Home~product detail page (X2)] (X2),1,1
Home~product detail page (X7)~Store search results~product detail page (X5),1,1
Home~product detail page (X7)~The Google Merchandise Store - Log In~product detail page (X4)~Home~product detail page (X14),1,1
Home~product detail page (X7)~The Google Merchandise Store - Log In~Frequently Asked Questions~product detail page (X7)~The Google Merchandise Store - Log In~product detail page (X15),1,1
Home~product detail page (X7)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X6),1,1
Home~product detail page (X7)~Terms of Use~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home (X2),1,1
Home~product detail page (X7)~Store search results~product detail page~Store search results,1,1
Home~product detail page (X7)~Store search results~product detail page (X6),1,1
Home~product detail page (X7)~Store search results~product detail page (X3)~Shopping Cart~Frequently Asked Questions~Home~product detail page (X16),1,1
Home~product detail page (X7)~Store search results (X2)~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~product detail page (X23)~Shopping Cart (X3)~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart (X8)~Checkout Your Information~Payment Method (X2)~Checkout Review (X2)~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Shopping Cart (X3)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Store search results (X5)~Shopping Cart~product detail page,1,1
Home~product detail page (X7)~Store search results (X3)~product detail page (X4)~[Home~product detail page] (X4)~Home~product detail page (X2),1,1
Home~product detail page (X7)~Store search results (X2)~product detail page (X3)~Shopping Cart,1,1
Home~product detail page (X7)~Store search results (X2)~product detail page,1,1
Home~product detail page (X7)~Store search results (X2)~Shopping Cart~product detail page (X2)~Store search results (X2)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart (X2)~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X6)~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Home~product detail page (X2),1,1
Home~product detail page (X7)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart,1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In (X2)~Home~product detail page~Shopping Cart,1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X6),1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X37)~Shopping Cart~Home (X2)~product detail page,1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In (X2)~Home~product detail page (X17)~Shopping Cart~Checkout Your Information~The Google Merchandise Store - My Account (X2)~Shopping Cart (X2),1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In (X2)~Home~product detail page,1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~product detail page (X7)~[Store search results (X2)~Shopping Cart] (X2)~product detail page (X2),1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In,1,1
Home~product detail page (X6)~Store search results~product detail page~Store search results (X3)~product detail page (X4),1,1
Home~product detail page (X6)~Store search results~product detail page (X9)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~product detail page,1,1
Home~product detail page (X6)~Store search results~product detail page (X6),1,1
Home~product detail page (X6)~Store search results~product detail page (X2)~Store search results,1,1
Home~product detail page (X6)~Store search results~product detail page (X2),1,1
Home~product detail page (X6)~Store search results~product detail page (X12)~Shopping Cart (X2)~product detail page~Home~product detail page (X9)~Home~product detail page (X6)~Home,1,1
Home~product detail page (X6)~Store search results~Home~product detail page (X2)~Home,1,1
Home~product detail page (X6)~Store search results~Home~Store search results~product detail page (X2),1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In~Frequently Asked Questions,1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In~Home~product detail page,1,1
Home~product detail page (X6)~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page (X4)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2)~product detail page (X4),1,1
Home~product detail page (X6)~[Home~product detail page] (X3),1,1
Home~product detail page (X7)~Clearance Sale~product detail page~Shopping Cart (X3)~product detail page (X4)~Shopping Cart (X3)~The Google Merchandise Store - Log In,1,1
Home~product detail page (X7)~Clearance Sale~product detail page~Clearance Sale,1,1
Home~product detail page (X7)~Clearance Sale~product detail page (X4)~Shopping Cart~product detail page (X5)~Shopping Cart (X2)~Checkout Your Information (X2)~Payment Method~Checkout Your Information~Shopping Cart,1,1
Home~product detail page (X6)~[Store search results~Home] (X2)~product detail page~Home,1,1
Home~product detail page (X6)~[Shopping Cart~product detail page] (X2)~Shopping Cart (X3),1,1
Home~product detail page (X6)~[Shopping Cart~The Google Merchandise Store - Log In (X2)] (X3)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X6)~[Home~product detail page] (X2)~Home~product detail page (X7)~Home~product detail page~Home~product detail page (X7),1,1
Home~product detail page (X6)~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In (X3)~Home~The Google Merchandise Store - My Account (X5),1,1
Home~product detail page (X6)~[Home~product detail page] (X2)~Home~product detail page (X2)~Home~product detail page~Home~product detail page (X2)~Home~product detail page (X5)~Home~product detail page (X2)~[Home~product detail page] (X4)~Home~product detail page (X2)~[Home~product detail page] (X2)~Home,1,1
Home~product detail page (X6)~[Home~product detail page] (X2)~Home~product detail page (X2),1,1
Home~product detail page (X6)~[Home~product detail page (X2)] (X2)~Home~product detail page (X5)~[Shopping Cart~product detail page] (X2)~Shopping Cart (X2),1,1
Home~product detail page (X6)~[Home~The Google Merchandise Store - Log In] (X2)~Home~product detail page (X2)~Shopping Cart~Home~product detail page~Home,1,1
Home~product detail page (X6)~[Home~Store search results] (X2)~product detail page,1,1
Home~product detail page (X6)~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Checkout Your Information,1,1
Home~product detail page (X6)~Store search results~Frequently Asked Questions,1,1
Home~product detail page (X6)~Store search results (X3)~product detail page (X2)~Shipping Information~product detail page,1,1
Home~product detail page (X6)~Store search results (X2)~product detail page,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X2)~Shopping Cart~product detail page~Return Policy~product detail page~Shipping Information~product detail page~Home~product detail page (X2),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X4),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X3)~Shopping Cart~Checkout Your Information~Payment Method,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X3)~Shopping Cart (X3)~product detail page~Page Unavailable~product detail page (X2)~[Shopping Cart~The Google Merchandise Store - Log In] (X2)~Shopping Cart~Checkout Your Information~Shopping Cart (X2)~Checkout Your Information~Payment Method (X3)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X3)~Home (X2)~Shopping Cart~Home~Shopping Cart~product detail page~Shopping Cart~Home~Shopping Cart~product detail page~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~product detail page (X3)~Shopping Cart~Home (X2)~Store search results (X2),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X20),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X2)~[Store search results (X6)~Shopping Cart (X2)] (X2),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X2)~Shopping Cart~product detail page,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X4)~[Store search results (X2)~Shopping Cart] (X2)~product detail page (X5)~Shopping Cart~product detail page (X4)~Shopping Cart,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X2)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X3)~Home,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X2)~Shopping Cart,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X19),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X13)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart (X2)~Checkout Your Information~Payment Method,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X12)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X6)~Shopping Cart~[Checkout Your Information~Payment Method] (X2)~product detail page (X3)~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X4)~Shopping Cart (X2)~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X5)~Shopping Cart,1,1
Home~product detail page (X6)~Store search results (X2)~Shopping Cart~Home (X5)~Shopping Cart,1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~product detail page~Shopping Cart (X2)~product detail page (X3)~Checkout Your Information~product detail page (X2)~Shopping Cart~product detail page (X5)~Shopping Cart~product detail page (X18),1,1
Home (X2)~Store search results~product detail page (X5)~Shipping Information,1,1
Home (X2)~Store search results~product detail page (X5)~Store search results (X2)~product detail page (X2)~[Store search results (X2)~product detail page] (X3),1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart~product detail page (X5)~Shopping Cart (X5),1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart~product detail page (X3)~[Shopping Cart~The Google Merchandise Store - Log In] (X3)~Checkout Your Information~Payment Method~Checkout Review~Payment Method~Checkout Your Information (X2)~Payment Method~Checkout Review~Home,1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method (X3)~Checkout Review~Checkout Confirmation (X2),1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method (X3)~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - My Account (X4),1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method (X3)~Checkout Review~Checkout Confirmation (X2)~The Google Merchandise Store - My Account,1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X5)~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation,1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart (X4)~product detail page (X17)~Shopping Cart,1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Shopping Cart (X2)~product detail page (X5)~Shopping Cart,1,1
Home~product detail page (X6)~Shopping Cart~product detail page~Home~product detail page (X3),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X8)~Shopping Cart (X3),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X7),1,1
Home~product detail page (X6)~Shopping Cart~product detail page (X6)~Store search results (X2)~product detail page~[Store search results (X2)~Shopping Cart] (X2)~Store search results (X2)~Shopping Cart (X3)~product detail page (X2)~Shopping Cart~Checkout Your Information (X3)~Payment Method (X2)~Checkout Your Information~Shopping Cart (X2),1,1
Home~product detail page (X7)~Frequently Asked Questions,1,1
Home (X2)~Store search results~product detail page (X4)~Store search results,1,1
Home (X2)~Store search results~product detail page (X4)~Shopping Cart,1,1
Home~product detail page (X7)~Home~product detail page (X5)~Shopping Cart~Checkout Your Information (X3)~Payment Method~Checkout Review~Checkout Confirmation (X2),1,1
Home (X2)~Store search results~product detail page (X3)~[Home~product detail page] (X2),1,1
Home~product detail page (X7)~Home~product detail page (X8)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart (X2)~Checkout Your Information (X2)~Payment Method,1,1
Home~product detail page (X7)~Home~product detail page (X8)~Home~product detail page (X3),1,1
Home~product detail page (X7)~Home~product detail page (X8),1,1
Home~product detail page (X7)~Home~product detail page (X6)~[Home~product detail page] (X2),1,1
