user_path_Compressed_no_Counts,is_frustrated,frustrated_reasons
product detail page~Shopping Cart~Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account,Y,price_shock
product detail page~Shipping Information~Return Policy~Shipping Information~product detail page,N,
Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Home,Y,form_friction|payment_friction
Home~product detail page~Page Unavailable~Shopping Cart~product detail page,Y,technical_issue
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Shipping Information~Frequently Asked Questions,N,
Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information,Y,indecision
Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Home~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In,Y,account_blocked|indecision
Home~product detail page~Home~The Google Merchandise Store - Log In~Home~product detail page~Shipping Information,N,
Home~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Home~Shopping Cart~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Payment Method~Checkout Review,Y,form_friction|indecision|payment_friction
product detail page~Store search results~product detail page~Store search results~product detail page~Shopping Cart~product detail page,Y,indecision
product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Frequently Asked Questions~Shopping Cart,Y,indecision
product detail page~Shopping Cart~Shipping Information~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,N,
Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home,Y,payment_friction
Page Unavailable~product detail page~Home~Page Unavailable~Home~Page Unavailable~Home,Y,technical_issue
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,Y,account_blocked|indecision
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~The Google Merchandise Store - My Account,Y,price_shock
The Google Merchandise Store - Log In~Home~Clearance Sale~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Payment Method,Y,payment_friction
Home~product detail page~Shopping Cart~Checkout Your Information~Home~product detail page~Home~product detail page,Y,indecision|price_shock
product detail page~Home~Store search results~Shopping Cart~Checkout Your Information~Payment Method~The Google Merchandise Store - My Account~Shopping Cart,Y,payment_friction
product detail page~Shopping Cart~Home~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
product detail page~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Frequently Asked Questions~Shopping Cart~Shipping Information,Y,form_friction|indecision
product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction
product detail page~Home~product detail page~Return Policy,N,
Home~product detail page~Store search results~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,N,
Home~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page,N,
Home~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Frequently Asked Questions~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision|payment_friction
Home~product detail page~Shipping Information~Frequently Asked Questions~Shipping Information,N,
product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~Shipping Information~Shopping Cart~Frequently Asked Questions~Shopping Cart~Checkout Your Information~Shopping Cart~Return Policy~Frequently Asked Questions~Return Policy~The Google Merchandise Store - Log In,Y,form_friction|indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information,Y,account_blocked
Home~product detail page~Your Wishlist~The Google Merchandise Store - My Account,N,
Home~product detail page~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~product detail page,N,
product detail page~The Google Merchandise Store - Log In~product detail page~Home~product detail page,N,
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart,Y,form_friction|indecision|payment_friction
product detail page~Shopping Cart~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Your Wishlist~product detail page~Shopping Cart~Home,Y,indecision
product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
Home~product detail page~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information,Y,account_blocked
Home~product detail page~Home~The Google Merchandise Store - My Account~Shopping Cart,N,
Home~Store search results~Shopping Cart~Home~product detail page,N,
Home~product detail page~Clearance Sale~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~Frequently Asked Questions~Home~Shopping Cart~product detail page,Y,indecision
Home~product detail page~Home~product detail page~Home~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,Y,indecision
product detail page~Shopping Cart~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~product detail page~Shopping Cart~product detail page,Y,account_blocked|indecision
Home~product detail page~Shipping Information~product detail page~Home~product detail page~Shipping Information~Return Policy~Frequently Asked Questions,N,
Page Unavailable~product detail page~Home~product detail page~Page Unavailable,Y,technical_issue
Home~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Home~Shopping Cart~Home~Shopping Cart~Home,Y,indecision
product detail page~Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Home,N,
Home~Page Unavailable~The Google Merchandise Store - Register~Home~product detail page,Y,technical_issue
product detail page~Home~Shopping Cart~product detail page~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,N,
Home~product detail page~Shopping Cart~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - My Account~Frequently Asked Questions,Y,indecision
Home~product detail page~Shipping Information~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Your Information~Payment Method,Y,account_blocked|payment_friction
Home~Shopping Cart~product detail page~Home~product detail page~Home~product detail page~The Google Merchandise Store - Log In~product detail page~Home,Y,indecision
Home~Frequently Asked Questions~Home~product detail page~Home~Frequently Asked Questions~Home,N,
Home~product detail page~Home~product detail page~Shipping Information~product detail page~Shopping Cart,N,
Home~Shopping Cart~Home~product detail page~Clearance Sale~Home~Clearance Sale~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Shipping Information~Frequently Asked Questions~Shopping Cart~Checkout Your Information~Payment Method~Home,Y,form_friction|payment_friction
Home~product detail page~Spring Sale~product detail page~Spring Sale~product detail page~Shopping Cart~product detail page~Shopping Cart~Store search results,Y,indecision
Home~Return Policy~Shipping Information~Terms of Use~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Home,Y,price_shock
Shopping Cart~Home~Store search results~Home~Store search results~product detail page,N,
Home~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~product detail page~Shopping Cart,N,
product detail page~Home~product detail page~Home~product detail page~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In,Y,account_blocked|indecision
Home~The Google Merchandise Store - Log In~Home~product detail page~The Google Merchandise Store - My Account~Shopping Cart,N,
Home~product detail page~Return Policy~Frequently Asked Questions~product detail page,N,
Home~Shopping Cart~The Google Merchandise Store - My Account~Home~The Google Merchandise Store - My Account~product detail page,N,
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~product detail page~Shopping Cart~Checkout Your Information~product detail page~Home,Y,price_shock
Home~The Google Merchandise Store - Log In~Home~Store search results~Frequently Asked Questions~Store search results~product detail page,N,
product detail page~Home~product detail page~The Google Merchandise Store - Log In,N,
The Google Merchandise Store - Log In~Home~product detail page~Store search results~Shopping Cart~Home~Shopping Cart~Store search results~product detail page~Shopping Cart~Checkout Your Information~Payment Method,Y,payment_friction
Shopping Cart~product detail page~Home~product detail page~Home~The Google Merchandise Store - Log In~Home~Shopping Cart,N,
Home~product detail page~Shopping Cart~Checkout Your Information~Store search results~product detail page,Y,price_shock
Page Unavailable~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision|technical_issue
Home~product detail page~Frequently Asked Questions~Shipping Information~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction
Home~Shopping Cart~Checkout Your Information~Shopping Cart~Checkout Your Information~product detail page~Shopping Cart,Y,form_friction|indecision
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Review~Payment Method~Checkout Review~Payment Method~Checkout Review~Payment Method~Checkout Review~Checkout Your Information~Payment Method~Checkout Review,Y,payment_friction
Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Home~Shopping Cart,Y,payment_friction
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Home,N,
product detail page~Frequently Asked Questions~product detail page~Home~Frequently Asked Questions,N,
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,payment_friction
Home~product detail page~Store search results~product detail page~Store search results~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision
Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~The Google Merchandise Store - Log In~product detail page~The Google Merchandise Store - My Account,N,
Home~product detail page~Home~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Home~Shopping Cart~product detail page~Home~product detail page~Store search results~Shopping Cart~Checkout Your Information~product detail page~Home~Shopping Cart~Checkout Your Information~Home~Shopping Cart~Checkout Your Information~Shopping Cart~Home,Y,form_friction|indecision
Home~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page,Y,account_blocked
Home~The Google Merchandise Store - Log In~Shipping Information~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,account_blocked
Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~Home~product detail page~Home~product detail page,Y,indecision
Home~product detail page~Store search results~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~Store search results~product detail page~Home~product detail page~Home~product detail page~Home,Y,indecision
Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~Home~product detail page~Home,Y,form_friction|price_shock
Home~Store search results~Home~product detail page~Store search results~product detail page~Home~product detail page~Home~product detail page,N,
Home~product detail page~Clearance Sale~product detail page~Clearance Sale~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Checkout Review,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home~product detail page~Shopping Cart~The Google Merchandise Store - My Account,Y,payment_friction
Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart,Y,account_blocked|form_friction
Home~The Google Merchandise Store - Log In~product detail page~Frequently Asked Questions,N,
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~Home~product detail page,Y,indecision
product detail page~Shopping Cart~Home~The Google Merchandise Store - Log In,Y,price_shock
product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
Home~Shopping Cart~Home~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In,N,
product detail page~Home~Spring Sale~Home~product detail page,N,
product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Shipping Information~Shopping Cart,Y,form_friction
Page Unavailable~Shopping Cart~product detail page~Page Unavailable~The Google Merchandise Store - Log In~Home~product detail page,Y,technical_issue
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~The Google Merchandise Store - Log In~Home,Y,account_blocked
Return Policy~Shopping Cart~product detail page,N,
Page Unavailable~Home~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page,Y,technical_issue
Home~Page Unavailable~product detail page~Page Unavailable~The Google Merchandise Store - Log In~Page Unavailable~product detail page~The Google Merchandise Store - Log In~Page Unavailable~product detail page~Page Unavailable~product detail page,Y,technical_issue
The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~product detail page~Checkout Your Information,Y,form_friction
Home~Store search results~product detail page~Your Wishlist~product detail page,N,
Home~Shopping Cart~product detail page~Home~Shopping Cart~product detail page~Shopping Cart~Home~product detail page,Y,indecision
product detail page~Shopping Cart~product detail page~Home~product detail page~Home~product detail page,Y,indecision
product detail page~Page Unavailable~product detail page~Terms of Use~Frequently Asked Questions~Home~product detail page,Y,technical_issue
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Payment Method~Checkout Review,N,
product detail page~Shipping Information~Return Policy~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Return Policy~product detail page~Shopping Cart~product detail page~Home~Frequently Asked Questions~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page,Y,account_blocked|indecision
Home~Store search results~Shopping Cart~Checkout Your Information~Store search results~Shopping Cart~product detail page~Shopping Cart,Y,form_friction|indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Home~product detail page~Shopping Cart,Y,account_blocked|indecision
Home~The Google Merchandise Store - Log In~Home~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~product detail page~Shopping Cart~product detail page~Clearance Sale~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
Home~product detail page~Store search results~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method,N,
Home~The Google Merchandise Store - Log In~Shopping Cart~Terms of Use~Home~product detail page~Terms of Use~Shopping Cart~The Google Merchandise Store - Log In~Home,Y,account_blocked
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Home~Shipping Information~The Google Merchandise Store - My Account~Home,Y,form_friction|indecision
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Payment Method~Shopping Cart,Y,form_friction|indecision|payment_friction
Home~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Home,Y,price_shock
Home~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Your Wishlist~product detail page~Home,N,
product detail page~Store search results~Home~Store search results~product detail page,N,
product detail page~Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In,Y,account_blocked|form_friction
Home~product detail page~Shopping Cart~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Home~Checkout Your Information~Home,Y,form_friction
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Home~The Google Merchandise Store - My Account~product detail page,N,
The Google Merchandise Store - My Account~product detail page~Home~product detail page,N,
Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Shipping Information~Shopping Cart,Y,form_friction|payment_friction
Home~Shopping Cart~Store search results~Home~product detail page~Store search results~Home,N,
The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction
product detail page~Home~Shopping Cart~Shipping Information~Shopping Cart~The Google Merchandise Store - Log In~Frequently Asked Questions,Y,form_friction|price_shock
Home~The Google Merchandise Store - My Account~product detail page~Home~The Google Merchandise Store - My Account~product detail page,N,
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
product detail page~Shopping Cart~Home~Shopping Cart~product detail page,Y,indecision
Frequently Asked Questions~product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method,Y,payment_friction
Frequently Asked Questions~Home~Store search results~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method,Y,payment_friction
Home~Store search results~Shopping Cart~Store search results~product detail page~Store search results~Shopping Cart,Y,indecision|search_struggle
Frequently Asked Questions~Home~Store search results~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Frequently Asked Questions~Shopping Cart,Y,account_blocked|form_friction|payment_friction
9: Home~product detail page~9: Shopping Cart~9: The Google Merchandise Store - Log In~9: Home~9: Shopping Cart~product detail page,Y,indecision
Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Home~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Your Information~Payment Method~Checkout Review~Checkout Your Information~Payment Method~Checkout Review~Checkout Your Information~Payment Method~Checkout Review~Checkout Your Information~Payment Method~Checkout Review,Y,form_friction|payment_friction
Home~product detail page~Shopping Cart~Home~The Google Merchandise Store - Log In~Home,Y,price_shock
Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Store search results~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Home,Y,form_friction|payment_friction
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Home,Y,account_blocked|form_friction
Home~product detail page~Home~product detail page~The Google Merchandise Store - Log In~Home~Store search results~Home,N,
Home~product detail page~Shopping Cart~product detail page~Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart,Y,indecision|payment_friction
Home~product detail page~Shopping Cart~Shipping Information~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method,Y,payment_friction
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Home~Shopping Cart~Checkout Your Information,Y,form_friction
Home~Store search results~The Google Merchandise Store - Log In~Home~product detail page~Home~Shopping Cart~Home,Y,price_shock
Home~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Home~product detail page~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction
Home~product detail page~Home~Shopping Cart~product detail page~Home~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~Home,Y,form_friction|indecision
Home~product detail page~The Google Merchandise Store - Log In~product detail page~The Google Merchandise Store - Log In~Home,Y,account_blocked
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~Shipping Information~Shopping Cart~Checkout Your Information~Home~Frequently Asked Questions~Home~Shipping Information~Shopping Cart~Checkout Your Information~Home,Y,form_friction|indecision
Home~Spring Sale~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
product detail page~Shopping Cart~Checkout Your Information,Y,price_shock
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~Shopping Cart~product detail page,Y,indecision|payment_friction
Home~Page Unavailable~Home~product detail page~Home~product detail page~Home,Y,technical_issue
Home~Shopping Cart~Home~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Shopping Cart~product detail page~Shopping Cart~Home~product detail page~Home~product detail page~Home~Shopping Cart,Y,form_friction|indecision
product detail page~Store search results~Shopping Cart~Home,N,
Home~Shipping Information~Home~product detail page~Home~product detail page~Home~product detail page~Home~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page~Home~product detail page~Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
product detail page~Home~Shopping Cart~product detail page~Home~product detail page~Home,Y,indecision
Home~product detail page~The Google Merchandise Store - Log In~Home~Shopping Cart~product detail page,N,
Shopping Cart~product detail page~Home~Shopping Cart,Y,indecision
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home~product detail page,Y,payment_friction
Home~product detail page~Clearance Sale~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Home~product detail page~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Payment Method~Checkout Review,Y,form_friction|indecision|payment_friction
product detail page~Page Unavailable~Home~product detail page,Y,technical_issue
Shipping Information~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information,N,
Home~product detail page~Home~product detail page~Shopping Cart~Shipping Information~Home~product detail page,Y,indecision|price_shock
product detail page~Store search results~product detail page~Home~product detail page~Home~Terms of Use~Store search results~Return Policy,Y,indecision|search_struggle
product detail page~Home~product detail page~Home~Shopping Cart~Home~product detail page~Home,Y,indecision
Home~product detail page~Home~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Home,N,
Page Unavailable~Home~product detail page~The Google Merchandise Store - Log In~product detail page~Frequently Asked Questions,Y,technical_issue
product detail page~Shipping Information~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home,Y,price_shock
Home~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart~product detail page~Store search results~product detail page,Y,form_friction|payment_friction
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Shopping Cart~Checkout Your Information~Payment Method~Checkout Your Information~Shipping Information~Frequently Asked Questions~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction|indecision|payment_friction
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Frequently Asked Questions,N,
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart,Y,indecision
Home~product detail page~Home~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home,Y,price_shock
Home~The Google Merchandise Store - Log In~Home~Page Unavailable~product detail page,Y,technical_issue
product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Shopping Cart~Checkout Your Information,Y,form_friction
Home~Frequently Asked Questions~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information,Y,indecision
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~Shopping Cart,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method~product detail page~Home,Y,payment_friction
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Home~product detail page~The Google Merchandise Store - Log In~Home~product detail page~The Google Merchandise Store - My Account~product detail page,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision
Home~product detail page~Home~product detail page~Home~Shopping Cart~product detail page,Y,indecision
Home~product detail page~Shopping Cart~product detail page~Store search results~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Home,Y,indecision
product detail page~Shopping Cart~Shipping Information~product detail page~Shopping Cart,Y,indecision
